1.3888E-14  2.2783E-14  3.7004E-14  5.9503E-14  9.4729E-14  1.4931E-13  2.3300E-13  3.5997E-13  5.5061E-13  8.3382E-13  1.2502E-12  1.8557E-12  2.7272E-12  3.9680E-12  5.7160E-12  8.1520E-12  1.1511E-11  1.6091E-11  2.2271E-11  3.0516E-11  4.1399E-11  5.5605E-11  7.3941E-11  9.7345E-11  1.2688E-10  1.6374E-10  2.0919E-10  2.6461E-10  3.3138E-10  4.1087E-10  5.0435E-10  6.1294E-10  7.3750E-10  8.7854E-10  1.0361E-09  1.2099E-09  1.3987E-09  1.6008E-09  1.8140E-09  2.0350E-09  2.2603E-09  2.4856E-09  2.7061E-09  2.9169E-09  3.1128E-09  3.2888E-09  3.4401E-09  3.5627E-09  3.6529E-09  3.7081E-09  3.7267E-09  3.7081E-09  3.6529E-09  3.5627E-09  3.4401E-09  3.2888E-09  3.1128E-09  2.9169E-09  2.7061E-09  2.4856E-09  2.2603E-09  2.0350E-09  1.8140E-09  1.6008E-09  1.3987E-09  1.2099E-09  1.0361E-09  8.7854E-10  7.3750E-10  6.1294E-10  5.0435E-10  4.1087E-10  3.3138E-10  2.6461E-10  2.0919E-10  1.6374E-10  1.2688E-10  9.7345E-11  7.3941E-11  5.5605E-11  4.1399E-11  3.0516E-11  2.2271E-11  1.6091E-11  1.1511E-11  8.1520E-12  5.7160E-12  3.9680E-12  2.7272E-12  1.8557E-12  1.2502E-12  8.3382E-13  5.5061E-13  3.5997E-13  2.3300E-13  1.4931E-13  9.4729E-14  5.9503E-14  3.7004E-14  2.2783E-14  
2.2783E-14  3.7376E-14  6.0705E-14  9.7614E-14  1.5540E-13  2.4494E-13  3.8223E-13  5.9053E-13  9.0327E-13  1.3679E-12  2.0509E-12  3.0443E-12  4.4739E-12  6.5095E-12  9.3771E-12  1.3373E-11  1.8883E-11  2.6397E-11  3.6535E-11  5.0062E-11  6.7916E-11  9.1219E-11  1.2130E-10  1.5970E-10  2.0815E-10  2.6861E-10  3.4318E-10  4.3410E-10  5.4363E-10  6.7402E-10  8.2738E-10  1.0055E-09  1.2099E-09  1.4412E-09  1.6998E-09  1.9848E-09  2.2945E-09  2.6261E-09  2.9758E-09  3.3385E-09  3.7081E-09  4.0776E-09  4.4394E-09  4.7851E-09  5.1065E-09  5.3952E-09  5.6435E-09  5.8446E-09  5.9925E-09  6.0831E-09  6.1136E-09  6.0831E-09  5.9925E-09  5.8446E-09  5.6435E-09  5.3952E-09  5.1065E-09  4.7851E-09  4.4394E-09  4.0776E-09  3.7081E-09  3.3385E-09  2.9758E-09  2.6261E-09  2.2945E-09  1.9848E-09  1.6998E-09  1.4412E-09  1.2099E-09  1.0055E-09  8.2738E-10  6.7402E-10  5.4363E-10  4.3410E-10  3.4318E-10  2.6861E-10  2.0815E-10  1.5970E-10  1.2130E-10  9.1219E-11  6.7916E-11  5.0062E-11  3.6535E-11  2.6397E-11  1.8883E-11  1.3373E-11  9.3771E-12  6.5095E-12  4.4739E-12  3.0443E-12  2.0509E-12  1.3679E-12  9.0327E-13  5.9053E-13  3.8223E-13  2.4494E-13  1.5540E-13  9.7614E-14  6.0705E-14  3.7376E-14  
3.7004E-14  6.0705E-14  9.8595E-14  1.5854E-13  2.5240E-13  3.9783E-13  6.2081E-13  9.5912E-13  1.4671E-12  2.2217E-12  3.3310E-12  4.9445E-12  7.2664E-12  1.0573E-11  1.5230E-11  2.1721E-11  3.0669E-11  4.2874E-11  5.9339E-11  8.1310E-11  1.1031E-10  1.4816E-10  1.9701E-10  2.5937E-10  3.3807E-10  4.3627E-10  5.5739E-10  7.0505E-10  8.8295E-10  1.0947E-09  1.3438E-09  1.6331E-09  1.9650E-09  2.3408E-09  2.7608E-09  3.2236E-09  3.7267E-09  4.2653E-09  4.8332E-09  5.4222E-09  6.0225E-09  6.6227E-09  7.2103E-09  7.7719E-09  8.2938E-09  8.7628E-09  9.1661E-09  9.4926E-09  9.7329E-09  9.8800E-09  9.9295E-09  9.8800E-09  9.7329E-09  9.4926E-09  9.1661E-09  8.7628E-09  8.2938E-09  7.7719E-09  7.2103E-09  6.6227E-09  6.0225E-09  5.4222E-09  4.8332E-09  4.2653E-09  3.7267E-09  3.2236E-09  2.7608E-09  2.3408E-09  1.9650E-09  1.6331E-09  1.3438E-09  1.0947E-09  8.8295E-10  7.0505E-10  5.5739E-10  4.3627E-10  3.3807E-10  2.5937E-10  1.9701E-10  1.4816E-10  1.1031E-10  8.1310E-11  5.9339E-11  4.2874E-11  3.0669E-11  2.1721E-11  1.5230E-11  1.0573E-11  7.2664E-12  4.9445E-12  3.3310E-12  2.2217E-12  1.4671E-12  9.5912E-13  6.2081E-13  3.9783E-13  2.5240E-13  1.5854E-13  9.8595E-14  6.0705E-14  
5.9503E-14  9.7614E-14  1.5854E-13  2.5494E-13  4.0587E-13  6.3971E-13  9.9827E-13  1.5423E-12  2.3591E-12  3.5725E-12  5.3563E-12  7.9507E-12  1.1685E-11  1.7001E-11  2.4490E-11  3.4927E-11  4.9317E-11  6.8942E-11  9.5418E-11  1.3075E-10  1.7737E-10  2.3824E-10  3.1680E-10  4.1707E-10  5.4363E-10  7.0153E-10  8.9629E-10  1.1337E-09  1.4198E-09  1.7603E-09  2.1609E-09  2.6261E-09  3.1598E-09  3.7641E-09  4.4394E-09  5.1837E-09  5.9925E-09  6.8586E-09  7.7719E-09  8.7191E-09  9.6843E-09  1.0649E-08  1.1594E-08  1.2497E-08  1.3337E-08  1.4091E-08  1.4739E-08  1.5264E-08  1.5651E-08  1.5887E-08  1.5967E-08  1.5887E-08  1.5651E-08  1.5264E-08  1.4739E-08  1.4091E-08  1.3337E-08  1.2497E-08  1.1594E-08  1.0649E-08  9.6843E-09  8.7191E-09  7.7719E-09  6.8586E-09  5.9925E-09  5.1837E-09  4.4394E-09  3.7641E-09  3.1598E-09  2.6261E-09  2.1609E-09  1.7603E-09  1.4198E-09  1.1337E-09  8.9629E-10  7.0153E-10  5.4363E-10  4.1707E-10  3.1680E-10  2.3824E-10  1.7737E-10  1.3075E-10  9.5418E-11  6.8942E-11  4.9317E-11  3.4927E-11  2.4490E-11  1.7001E-11  1.1685E-11  7.9507E-12  5.3563E-12  3.5725E-12  2.3591E-12  1.5423E-12  9.9827E-13  6.3971E-13  4.0587E-13  2.5494E-13  1.5854E-13  9.7614E-14  
9.4729E-14  1.5540E-13  2.5240E-13  4.0587E-13  6.4614E-13  1.0184E-12  1.5893E-12  2.4553E-12  3.7557E-12  5.6875E-12  8.5272E-12  1.2658E-11  1.8602E-11  2.7066E-11  3.8988E-11  5.5605E-11  7.8513E-11  1.0976E-10  1.5191E-10  2.0815E-10  2.8238E-10  3.7928E-10  5.0435E-10  6.6399E-10  8.6546E-10  1.1168E-09  1.4269E-09  1.8049E-09  2.2603E-09  2.8025E-09  3.4401E-09  4.1808E-09  5.0305E-09  5.9925E-09  7.0675E-09  8.2525E-09  9.5402E-09  1.0919E-08  1.2373E-08  1.3881E-08  1.5418E-08  1.6954E-08  1.8458E-08  1.9896E-08  2.1232E-08  2.2432E-08  2.3465E-08  2.4301E-08  2.4916E-08  2.5293E-08  2.5419E-08  2.5293E-08  2.4916E-08  2.4301E-08  2.3465E-08  2.2432E-08  2.1232E-08  1.9896E-08  1.8458E-08  1.6954E-08  1.5418E-08  1.3881E-08  1.2373E-08  1.0919E-08  9.5402E-09  8.2525E-09  7.0675E-09  5.9925E-09  5.0305E-09  4.1808E-09  3.4401E-09  2.8025E-09  2.2603E-09  1.8049E-09  1.4269E-09  1.1168E-09  8.6546E-10  6.6399E-10  5.0435E-10  3.7928E-10  2.8238E-10  2.0815E-10  1.5191E-10  1.0976E-10  7.8513E-11  5.5605E-11  3.8988E-11  2.7066E-11  1.8602E-11  1.2658E-11  8.5272E-12  5.6875E-12  3.7557E-12  2.4553E-12  1.5893E-12  1.0184E-12  6.4614E-13  4.0587E-13  2.5240E-13  1.5540E-13  
1.4931E-13  2.4494E-13  3.9783E-13  6.3971E-13  1.0184E-12  1.6052E-12  2.5049E-12  3.8700E-12  5.9196E-12  8.9644E-12  1.3440E-11  1.9951E-11  2.9320E-11  4.2660E-11  6.1453E-11  8.7642E-11  1.2375E-10  1.7300E-10  2.3943E-10  3.2808E-10  4.4509E-10  5.9781E-10  7.9494E-10  1.0466E-09  1.3641E-09  1.7603E-09  2.2491E-09  2.8449E-09  3.5627E-09  4.4172E-09  5.4222E-09  6.5897E-09  7.9289E-09  9.4452E-09  1.1140E-08  1.3007E-08  1.5037E-08  1.7210E-08  1.9502E-08  2.1879E-08  2.4301E-08  2.6723E-08  2.9093E-08  3.1359E-08  3.3465E-08  3.5358E-08  3.6985E-08  3.8302E-08  3.9272E-08  3.9865E-08  4.0065E-08  3.9865E-08  3.9272E-08  3.8302E-08  3.6985E-08  3.5358E-08  3.3465E-08  3.1359E-08  2.9093E-08  2.6723E-08  2.4301E-08  2.1879E-08  1.9502E-08  1.7210E-08  1.5037E-08  1.3007E-08  1.1140E-08  9.4452E-09  7.9289E-09  6.5897E-09  5.4222E-09  4.4172E-09  3.5627E-09  2.8449E-09  2.2491E-09  1.7603E-09  1.3641E-09  1.0466E-09  7.9494E-10  5.9781E-10  4.4509E-10  3.2808E-10  2.3943E-10  1.7300E-10  1.2375E-10  8.7642E-11  6.1453E-11  4.2660E-11  2.9320E-11  1.9951E-11  1.3440E-11  8.9644E-12  5.9196E-12  3.8700E-12  2.5049E-12  1.6052E-12  1.0184E-12  6.3971E-13  3.9783E-13  2.4494E-13  
2.3300E-13  3.8223E-13  6.2081E-13  9.9827E-13  1.5893E-12  2.5049E-12  3.9089E-12  6.0392E-12  9.2374E-12  1.3989E-11  2.0974E-11  3.1133E-11  4.5753E-11  6.6571E-11  9.5896E-11  1.3677E-10  1.9311E-10  2.6996E-10  3.7363E-10  5.1197E-10  6.9455E-10  9.3287E-10  1.2405E-09  1.6331E-09  2.1287E-09  2.7470E-09  3.5096E-09  4.4394E-09  5.5595E-09  6.8930E-09  8.4614E-09  1.0283E-08  1.2373E-08  1.4739E-08  1.7383E-08  2.0298E-08  2.3465E-08  2.6857E-08  3.0432E-08  3.4141E-08  3.7921E-08  4.1700E-08  4.5400E-08  4.8936E-08  5.2222E-08  5.5175E-08  5.7715E-08  5.9770E-08  6.1283E-08  6.2210E-08  6.2522E-08  6.2210E-08  6.1283E-08  5.9770E-08  5.7715E-08  5.5175E-08  5.2222E-08  4.8936E-08  4.5400E-08  4.1700E-08  3.7921E-08  3.4141E-08  3.0432E-08  2.6857E-08  2.3465E-08  2.0298E-08  1.7383E-08  1.4739E-08  1.2373E-08  1.0283E-08  8.4614E-09  6.8930E-09  5.5595E-09  4.4394E-09  3.5096E-09  2.7470E-09  2.1287E-09  1.6331E-09  1.2405E-09  9.3287E-10  6.9455E-10  5.1197E-10  3.7363E-10  2.6996E-10  1.9311E-10  1.3677E-10  9.5896E-11  6.6571E-11  4.5753E-11  3.1133E-11  2.0974E-11  1.3989E-11  9.2374E-12  6.0392E-12  3.9089E-12  2.5049E-12  1.5893E-12  9.9827E-13  6.2081E-13  3.8223E-13  
3.5997E-13  5.9053E-13  9.5912E-13  1.5423E-12  2.4553E-12  3.8700E-12  6.0392E-12  9.3303E-12  1.4272E-11  2.1612E-11  3.2403E-11  4.8099E-11  7.0687E-11  1.0285E-10  1.4816E-10  2.1130E-10  2.9835E-10  4.1707E-10  5.7724E-10  7.9097E-10  1.0731E-09  1.4412E-09  1.9165E-09  2.5232E-09  3.2888E-09  4.2440E-09  5.4222E-09  6.8586E-09  8.5892E-09  1.0649E-08  1.3072E-08  1.5887E-08  1.9116E-08  2.2772E-08  2.6857E-08  3.1359E-08  3.6253E-08  4.1492E-08  4.7017E-08  5.2747E-08  5.8587E-08  6.4426E-08  7.0141E-08  7.5604E-08  8.0682E-08  8.5243E-08  8.9167E-08  9.2343E-08  9.4681E-08  9.6112E-08  9.6593E-08  9.6112E-08  9.4681E-08  9.2343E-08  8.9167E-08  8.5243E-08  8.0682E-08  7.5604E-08  7.0141E-08  6.4426E-08  5.8587E-08  5.2747E-08  4.7017E-08  4.1492E-08  3.6253E-08  3.1359E-08  2.6857E-08  2.2772E-08  1.9116E-08  1.5887E-08  1.3072E-08  1.0649E-08  8.5892E-09  6.8586E-09  5.4222E-09  4.2440E-09  3.2888E-09  2.5232E-09  1.9165E-09  1.4412E-09  1.0731E-09  7.9097E-10  5.7724E-10  4.1707E-10  2.9835E-10  2.1130E-10  1.4816E-10  1.0285E-10  7.0687E-11  4.8099E-11  3.2403E-11  2.1612E-11  1.4272E-11  9.3303E-12  6.0392E-12  3.8700E-12  2.4553E-12  1.5423E-12  9.5912E-13  5.9053E-13  
5.5061E-13  9.0327E-13  1.4671E-12  2.3591E-12  3.7557E-12  5.9196E-12  9.2374E-12  1.4272E-11  2.1830E-11  3.3058E-11  4.9564E-11  7.3572E-11  1.0812E-10  1.5732E-10  2.2662E-10  3.2320E-10  4.5635E-10  6.3795E-10  8.8295E-10  1.2099E-09  1.6413E-09  2.2045E-09  2.9315E-09  3.8594E-09  5.0305E-09  6.4916E-09  8.2938E-09  1.0491E-08  1.3138E-08  1.6289E-08  1.9996E-08  2.4301E-08  2.9239E-08  3.4831E-08  4.1080E-08  4.7967E-08  5.5452E-08  6.3466E-08  7.1917E-08  8.0682E-08  8.9614E-08  9.8545E-08  1.0729E-07  1.1564E-07  1.2341E-07  1.3039E-07  1.3639E-07  1.4125E-07  1.4482E-07  1.4701E-07  1.4775E-07  1.4701E-07  1.4482E-07  1.4125E-07  1.3639E-07  1.3039E-07  1.2341E-07  1.1564E-07  1.0729E-07  9.8545E-08  8.9614E-08  8.0682E-08  7.1917E-08  6.3466E-08  5.5452E-08  4.7967E-08  4.1080E-08  3.4831E-08  2.9239E-08  2.4301E-08  1.9996E-08  1.6289E-08  1.3138E-08  1.0491E-08  8.2938E-09  6.4916E-09  5.0305E-09  3.8594E-09  2.9315E-09  2.2045E-09  1.6413E-09  1.2099E-09  8.8295E-10  6.3795E-10  4.5635E-10  3.2320E-10  2.2662E-10  1.5732E-10  1.0812E-10  7.3572E-11  4.9564E-11  3.3058E-11  2.1830E-11  1.4272E-11  9.2374E-12  5.9196E-12  3.7557E-12  2.3591E-12  1.4671E-12  9.0327E-13  
8.3382E-13  1.3679E-12  2.2217E-12  3.5725E-12  5.6875E-12  8.9644E-12  1.3989E-11  2.1612E-11  3.3058E-11  5.0062E-11  7.5058E-11  1.1142E-10  1.6374E-10  2.3824E-10  3.4318E-10  4.8944E-10  6.9109E-10  9.6610E-10  1.3371E-09  1.8322E-09  2.4856E-09  3.3385E-09  4.4394E-09  5.8446E-09  7.6180E-09  9.8307E-09  1.2560E-08  1.5887E-08  1.9896E-08  2.4668E-08  3.0281E-08  3.6800E-08  4.4279E-08  5.2747E-08  6.2210E-08  7.2640E-08  8.3974E-08  9.6112E-08  1.0891E-07  1.2218E-07  1.3571E-07  1.4923E-07  1.6247E-07  1.7513E-07  1.8689E-07  1.9745E-07  2.0654E-07  2.1390E-07  2.1932E-07  2.2263E-07  2.2375E-07  2.2263E-07  2.1932E-07  2.1390E-07  2.0654E-07  1.9745E-07  1.8689E-07  1.7513E-07  1.6247E-07  1.4923E-07  1.3571E-07  1.2218E-07  1.0891E-07  9.6112E-08  8.3974E-08  7.2640E-08  6.2210E-08  5.2747E-08  4.4279E-08  3.6800E-08  3.0281E-08  2.4668E-08  1.9896E-08  1.5887E-08  1.2560E-08  9.8307E-09  7.6180E-09  5.8446E-09  4.4394E-09  3.3385E-09  2.4856E-09  1.8322E-09  1.3371E-09  9.6610E-10  6.9109E-10  4.8944E-10  3.4318E-10  2.3824E-10  1.6374E-10  1.1142E-10  7.5058E-11  5.0062E-11  3.3058E-11  2.1612E-11  1.3989E-11  8.9644E-12  5.6875E-12  3.5725E-12  2.2217E-12  1.3679E-12  
